professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,01/22/2018,POL1510,5.0,2.0,Mandatory,Yes,Yes,A,RESPECTED  GIVES GOOD FEEDBACK  HILARIOUS,0,0,"I had Dubin for two classes, American Gov. and Intl. Relations. If you enjoy raunchy humor and spending most of the class listening to stories, I highly suggest taking him for A. Gov. Maybe avoid Int. Rel., though. It\'s not his strong suit and the research paper had vague instructions and grading criteria. POL1510 though, is a 100% TAKE IT."
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,11/27/2017,POL1510,5.0,2.0,Mandatory,Yes,Yes,A,HILARIOUS  SKIP CLASS? YOU WON\'T PASS.  RESPECTED,0,0,i took American government 3 times before him and couldn\'t complete the dry boring subject. Took it for 8 weeks in the summer with Dubin and wish I had taken it in a full 15 week semester because it was that interesting.
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,11/14/2017,POL1510,5.0,2.0,Not Mandatory,Yes,Yes,N/A,ACCESSIBLE OUTSIDE CLASS  AMAZING LECTURES  INSPIRATIONAL,1,0,One of the best classes ive taken in a long time. He is compassionate towards education and engages you in the importance of politics. I sit in the back and he gets everyone cracking up because he brings so much charisma to his lectures. I hope to take another class with him again.
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,04/19/2017,POL1510,5.0,4.0,Mandatory,Yes,Yes,Not,HILARIOUS  AMAZING LECTURES  CARING,2,0,"He gets hate, but idk why. Such a good teacher, and makes getting up at 8:30 easier."
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,11/23/2016,POL1510,1.0,1.0,Mandatory,Yes,No,Not,,2,2,extremely boring class
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,04/26/2016,POLSCI1510,5.0,1.0,Not Mandatory,Yes,N/A,Not,INSPIRATIONAL  EXTRA CREDIT  HILARIOUS,4,3,Mr. Dubin is energetic and well versed in Political Science
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,02/20/2016,POLSCI1510,5.0,1.0,Mandatory,Yes,N/A,A+,SKIP CLASS? YOU WON\'T PASS.  INSPIRATIONAL  AMAZING LECTURES,4,3,"He is by far the best teacher I have had at OCC. He actually cares about his students and wants every single one to get an A in his class. In this class you don\'t read a book to learn, just listen to his lectures and you will get an A on the exam. He always goes above and beyond with his students."
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,02/18/2016,POL1500,5.0,2.0,Mandatory,Yes,Yes,A,AMAZING LECTURES  INSPIRATIONAL,2,2,He makes a 3 hour class feel like 45 minutes. Great lectures filled with good information and interesting stories that all tie together. Glad I took his class!
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,09/30/2015,POLSCI1510,4.5,1.0,N/A,Yes,N/A,N/A,,2,2,Great
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,06/12/2015,POL1510,5.0,2.0,Mandatory,Yes,N/A,N/A,,3,3,"Its really sad with all the negative comments on here. He is really a great teacher, his methods for teaching help me grasp the information so much better than other classes. I am actually excited to wake up in the morning and go :D"
Brian  Dubin,Oakland Community College - Highland Lakes,Political Science department, Waterford, MI,8,4.5,80%,1.7,Inspirational (4)  Amazing lectures (4)  Hilarious (4)  Skip class? You won\'t pass. (2)  Respected (2)  Gives good feedback (1)  EXTRA CREDIT (1)  ACCESSIBLE OUTSIDE CLASS (1)  Caring (1),20,08/10/2013,POL1500,4.0,2.0,N/A,N/A,N/A,N/A,,3,6,"Very nice man, great ways of teaching, could swear less but if that\'s what it takes to get his point across so be it."
