professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,03/10/2018,MGMT449,1.0,3.0,Mandatory,Yes,No,A-,GROUP PROJECTS,1,0,"Horrible professor. First time teaching MGMT 449 and basically lied to the whole class with his grading system. Final project he gave me a 0 on my part of the project because he said the company is no longer in the industry... however the companys website states they were. He said he had proof and that hed send it to me, still hasnt. Dont take."
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,10/14/2017,MGMT340,1.0,5.0,Mandatory,Yes,No,N/A,PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.,7,0,"Professor Consoli requires attendance, but shows online videos and reads all of his PowerPoints so his class was extremely boring. I am a student who can\'t learn with this teaching method. I definitely would not recommend this professor for MGMT340 as he is the worst professor I have encountered out of Orange Coast and CSUF."
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,09/14/2017,MGMT340,1.0,3.0,Mandatory,Yes,No,A,GROUP PROJECTS  PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.,3,0,"Teacher is: incredibly boring, doesnt know how to teach, & wastes time on videos & group activities that arent test conducive. Tests: come from the publisher, so why doesn\'t he use the online resources for the book that have practice quizzes? Got an A in the class only because A friend had the online resources and I was able to use them."
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,06/19/2017,MGMT340,3.0,4.0,Mandatory,Yes,No,C,PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.  GROUP PROJECTS,2,0,"weird class but i dont know, participation matters a lot, and turning homework. if you dont participate and turn in index cards, automatic 0/15% of you grade. Curves on exams a lot gives no lower than a C on exams if you fail. BUy the publisher test BLANK its pretty much the exam DONT BUY BOOK JUST THE TEST BLANK. all you need Multiple choice"
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,01/25/2017,MGMT340,2.0,4.0,Mandatory,Yes,No,A,PARTICIPATION MATTERS  SKIP CLASS? YOU WON\'T PASS.  TOUGH GRADER,3,0,"IRS career turned professor - He is by the book - BORING LECTURES - grades on a curve - tests are from text test bank, he doesn\'t write his own - study power points, no study guides - participation matters A LOT - turn in all assignments and index cards - weekly short paper - no late assignments - attendance is mandatory - shows good Ted Talks -"
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,01/14/2017,MGMT340,3.0,3.0,Mandatory,Yes,Yes,B,SKIP CLASS? YOU WON\'T PASS.  PARTICIPATION MATTERS,0,0,You have to show up to this class as he is very particular on attendance and collects the homework at the start. Also you gotta participate as thats a hefty part of the grade. Theres a term paper and presentation that are both rather easy to do and leniently graded. He curves the tests and final both of which are directly from the publisher.
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,01/04/2017,MGMT340,1.0,4.0,Mandatory,Yes,No,A,PARTICIPATION MATTERS  TEST HEAVY  GROUP PROJECTS,1,0,Very arrogant. You can clearly tell he spent his entire life in the IRS. Most of the grade is 3 exams which are tough (uses a curve). Pretty easy 5-page team paper and presentation which he does not grade very hard on. Participation is NECESSARY for a high grade. Participate without using a note card? Expect 0 points. Avoid for 340 if possible.
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,12/15/2016,MGMT340,1.0,5.0,Mandatory,Yes,No,C,TOUGH GRADER  PARTICIPATION MATTERS,3,1,"UNCLEAR GRADING, RUDE, DISRESPECTFUL. The gradebook is sloppy. His lectures are boring. Will make you watch irrelevant videos for an hour of the class. Does not care about his student\'s success."
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,11/16/2016,MGMT340,1.0,5.0,Mandatory,Yes,No,C,TOUGH GRADER  GROUP PROJECTS  LECTURE HEAVY,5,0,Gives bad feedback. Worst teaching style I\'ve ever seen. He makes his own notes verbatim to the book and reads them monotonously. He grades emotionally. If he doesn\'t like the subject you choose for your project personally he will grade it poorly. If he thinks you asked a dumb question he lets you know in front of entire class while laughing
John  Consoli,California State University Fullerton,Political Science department, Fullerton, CA,5,2.3,9%,3.8,GROUP PROJECTS (8)  Participation matters (8)  Tough Grader (6)  Skip class? You won\'t pass. (6)  TEST HEAVY (2)  LECTURE HEAVY (1)  Gives good feedback (1)  Get ready to read (1)  BEWARE OF POP QUIZZES (1),27,09/28/2016,MGMT340,1.0,4.0,Mandatory,Yes,No,C,TOUGH GRADER  TEST HEAVY  GROUP PROJECTS,7,0,This professor is one of the worst I have ever had. He reads straight from the book and doesn\'t have a good lecture style at all. His tests are very difficult and he does not prepare you for exams at all. I would avoid him by any means.
