professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,05/18/2016,HIS320,2.5,4.0,N/A,Yes,N/A,N/A,TOUGH GRADER  LOTS OF HOMEWORK  GET READY TO READ,0,0,"You may want to avoid taking his online class. TONS of reading, NUMEROUS discussion posts you must respond to. You\'re pretty much on your own in terms of learning the material - and then you get hit with a final that is ALL ESSAYS (14 of them) - both short and long. And he\'s particular about how you write your sentences."
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,05/14/2016,HIS320,2.5,4.0,Mandatory,Yes,N/A,Not,GET READY TO READ  LOTS OF HOMEWORK  TOUGH GRADER,0,0,"Mind-numbing. One good thing was the paper. Throws tons of reading and questions at you, but no real teaching. You teach yourself. Posts had to be 3 or 7 sentences. Multiple 4-paragraph essays on a cumulative final. No other tests, but there should have been over having 1 final. Can only post on certain days, lessening the value of an online class."
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,04/09/2015,320,2.5,4.0,Mandatory,Yes,N/A,A+,GET READY TO READ  LOTS OF HOMEWORK  PARTICIPATION MATTERS,0,0,"Hes a pain in the ass. A good professor, but a serious pain. The responses due for each class are pretty interesting and easy but what he wants for the papers is soooooo annoying. Is helpful, but only on his time line. Hes alright..."
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,01/14/2015,HIS320,3.5,4.0,N/A,Yes,N/A,N/A,GET READY TO READ  TOUGH GRADER  PARTICIPATION MATTERS,0,0,I really didn\'t like this class. He\'s ok.
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,12/12/2014,HIS320,4.5,4.0,Mandatory,Yes,N/A,N/A,GET READY TO READ  PARTICIPATION MATTERS,0,0,"He is an ok teacher, but his course has a lot of work. The textbook is required and there are other required readings posted online. After every reading there is a reading response to do before the next class. There is also 2 term papers. No midterm, BUT the final is very, VERY writing intensive, but he grades it easy. Also participate in class."
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,08/02/2014,HIS320,5.0,1.0,Mandatory,N/A,N/A,A,,0,0,"Great professor, reading is a must, but it is fun because he goes over it and the final is based on some words. Easy Class. Easy A. All you have to do is read short chapter, participate, For the guy who said you read a lot,haha you noob, this class was great.If you think you would get an A just by coming to class and sleeping don\'t waste his time."
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,06/03/2014,HIS320,5.0,3.0,Mandatory,N/A,N/A,A,,0,1,Professor Hafer is one of the best history professors in John Jay. Lessons were very well organized and stuck to the textbook and the syllabus. The course was a lot of work but if you put in the effort you got a good grade. I recommend taking him you will learn a lot!
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,05/22/2014,HIS320,5.0,1.0,Mandatory,N/A,N/A,A+,,0,1,Requires to read each class but at end of textbook is a review which helped me do the assignments. Make sure to participate! 2 papers he makes you do but very easy. Final will seem hard but he grades it pretty fairly and easy. Just keep up with work and not be lazy. Cool dude.
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,03/23/2014,HIS320,2.0,5.0,Mandatory,N/A,N/A,A-,,3,0,WELL FIRST OF ALL TOO MUCH READING. EVERY CLASS THERE IS A READING RESPONSE AND THAT RESPONSE NOT EVEN ONE OR TWO PAGES. ITS A WHOLE CHAPTER SOMETIMES. I HATED HIS CLASS. TOO MUCH PRESSURE. AND HE ALSO A VERY HARD GRADER. I RECOMMEND THOSE STUDENT TO HIM WHO REALLY LIKE TO READ ALL DAY LONG. HE GIVE UNDERSTANDABLE LECTURE BUT TOO MANY READINGS.
T  Hafer,John Jay College of Criminal Justice,History department, New York, NY,5,4.4,N/A,2.6,Get ready to read (5)  Participation matters (3)  Tough Grader (3)  LOTS OF HOMEWORK (3),27,12/29/2013,HIS320,5.0,2.0,N/A,N/A,N/A,N/A,,0,0,There is a reading response due every class day. Two reasearch papers. A midterm and a final. Easy class. Just read and take notes and you\'ll do fine.
