professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,05/07/2018,HIS112,2.0,4.0,Mandatory,Yes,No,D,LECTURE HEAVY  TOUGH GRADER  GRADED BY FEW THINGS,0,0,"brilliant, an expert in Asian studies and head of her department, but this keeps her from returning your work for weeks with no feedback. You won\'t receive any work back for at least 3 months into the semester. She also takes multiple absences and cuts out major pieces of history as a result. Don\'t buy the book, you wont use it once. No one passes"
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,12/12/2017,HIS111,3.0,5.0,Mandatory,Yes,No,N/A,TEST HEAVY  SKIP CLASS? YOU WON\'T PASS.  TOUGH GRADER,8,0,"Very sweet and caring, but extremely test heavy. Essay portions of the test are extremely hard to get a good grade on (even if you write 6 pages), especially if you leave out one little detail that\'s important. I\'m usually a straight A student, but got a C on a test (even though I studied super hard)... ouch."
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,10/30/2017,HIS112,5.0,4.0,Mandatory,Yes,Yes,A,SKIP CLASS? YOU WON\'T PASS.  GIVES GOOD FEEDBACK  CLEAR GRADING CRITERIA,0,0,Caring teacher who wants you to succeed but you just have to put in the work. The semester is made up of 3 test/1 book review so it is important you study and come to class. She grades in a timely manner and has interesting lectures. Plus if you\'re interested in history she offers many interesting side notes on places to travel or books to read.
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,09/17/2017,HIST192,3.0,4.0,Not Mandatory,Yes,No,C,TEST HEAVY  LECTURE HEAVY  GRADED BY FEW THINGS,0,0,"Pennington is a nice lady, and I thought her lectures were enjoyable. However, I had a hard time in this course. She grades on 3 tests and 1 paper in the whole course, which isn\'t a big issue by itself, but she literally took months to hand back grades, so for a lot of the class you don\'t know your grade. Because of that, I wouldn\'t take her again."
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,06/26/2017,HIST192,3.0,4.0,Not Mandatory,Yes,No,C,TEST HEAVY  LECTURE HEAVY  GRADED BY FEW THINGS,3,0,"Prof. Pennington is really sweet, but I had a hard time the class. She only has 3 tests and 1 paper and that\'s all she grades on, plus some extra credit. My main problem was she handed stuff back weeks after it was turned in, so I wasnt sure on how I was doing for a lot of the course. I wouldnt take her again unless I had to, even though I like her"
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,06/06/2017,HIST192,4.0,4.0,Mandatory,Yes,Yes,B,,6,0,"The class was difficult, but useful and Informative. It\'s a very specific course which means you\'ll need to put in effort if you want a good grade. She won\'t just hand you an A or B. She overall is a really great professor and is will to work with you if need be."
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,06/04/2017,HIS111,2.0,5.0,Mandatory,Yes,No,N/A,LECTURE HEAVY  TOUGH GRADER  TEST HEAVY,0,0,This class was very difficult and I struggled a lot. She knows her information about history but I was always lost or confused during every lecture. I only liked to come to class to listen to her stories about history.
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,05/30/2017,HIST192,1.0,5.0,Mandatory,Yes,No,F,TOUGH GRADER  LECTURE HEAVY  TEST HEAVY,0,0,Worst professor I have ever taken takes forever too grade and isn\'t straight forward in her directions.
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,05/21/2017,HIS101,1.0,1.0,Not Mandatory,Yes,No,N/A,,0,2,"When you major in something that\'s not respected, you know how to be disrespectful of others, regardless of difference in opinions."
Sherrill  Pennington,College of the Canyons,History department, Valencia, CA,2,2.7,25%,4.3,Tough Grader (33)  LECTURE HEAVY (22)  Skip class? You won\'t pass. (17)  TEST HEAVY (10)  Participation matters (6)  Get ready to read (6)  GRADED BY FEW THINGS (4)  Gives good feedback (2)  Caring (2)  LOTS OF HOMEWORK (2)  Clear grading criteria (2)  EXTRA CREDIT (1)  SO MANY PAPERS (1)  Amazing lectures (1),254,04/01/2017,HIS112,5.0,4.0,Mandatory,Yes,Yes,Not,CLEAR GRADING CRITERIA  CARING  PARTICIPATION MATTERS,4,0,"Great professor. Energetic and caring. Many COC students are pathetic because of years helicopter parenting. Pennington is clear, grades fairly, and has reasonable expectations. She makes you work, but the demands are reasonable. The complaints posted here say more about those complaining than her and her teaching. She is genuinely nice and fair."
