professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,stu_tags,help_useful,help_not_useful,comments
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,04/26/2018,MUST152,5.0,4.0,Not Mandatory,Yes,Yes,B,INSPIRATIONAL  AMAZING LECTURES  EXTRA CREDIT,0,0,"Prof. Johnston is honestly one of the greatest professors I\'ve ever had the pleasure to take a class from. He\'s engaging, hilarious, has a potty-mouth, and is incredibly knowledgeable. Always come to lecture ready to sing and to listen to songs from the 80\'s. PSA: Be prepared for difficult exams and not enough time to finish them."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,01/10/2018,MUST152,5.0,3.0,Not Mandatory,Yes,Yes,Not,AMAZING LECTURES  GIVES GOOD FEEDBACK  RESPECTED,0,0,"I am currently taking a class with Prof Johnston and I absolutely love it! Even though it\'s an 8am lecture, I never feel it a burden to get up early to attend his class. He pays attention to details and even makes a point of trying to learn each student\'s name. Really inspirational teacher!"
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,12/19/2017,MUST252,5.0,4.0,Not Mandatory,Yes,Yes,B+,AMAZING LECTURES  CARING,0,0,"This was the second class I\'ve had Dr. Johnston for and I wish he taught more classes. You have to put in the effort, but there\'s never a question of what you need to study or do for homework, so if you don\'t do well, it\'s on you. Lectures are interesting and funny, he plays music and sings and relates what we learn back to modern music."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,03/30/2017,T252,5.0,4.0,Not Mandatory,Yes,Yes,B,SKIP CLASS? YOU WON\'T PASS.  CARING  AMAZING LECTURES,0,0,"Prof. Johnston is by far the best professor I\'ve ever had. He is engaging, energetic, caring, and passionate about what he teaches. His exams require a lot of studying and are difficult, but learning is always my top priority and I\'ve learned so much more from him than I have from any other theory professor."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,10/24/2016,MUST152,5.0,2.0,Not Mandatory,Yes,Yes,A+,AMAZING LECTURES  INSPIRATIONAL  HILARIOUS,1,0,Best teacher I\'ve had at the Jacobs School of Music. Energy is infectious and teaches concepts in multiple ways without wasting class time. Often go to class just for the enjoyment of it. Always approachable and clear in explanations. Glad to have met such a fine teacher. Very easy class if you like to ask questions - people miss nuanced concepts.
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,08/03/2016,T152,5.0,4.0,Mandatory,Yes,Yes,A-,RESPECTED  TOUGH GRADER  CARING,0,0,"Incredible teacher. Has a great enthusiasm that makes everyone excited about music theory. Respect him, the class, and the material and he will respect you. Much love to Blair."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,06/26/2015,MUST252,4.5,4.0,Not Mandatory,Yes,N/A,B,AMAZING LECTURES  HILARIOUS  INSPIRATIONAL,2,0,"Very smart guy, super interesting and captivating lectures. Best teacher I\'ve had at Indiana University. Not an easy class; I recommend going to all lectures if you can, but it\'s totally worth it. Nice, understanding guy too. Also, fricking HILARIOUS and kinda crazy in a good way."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,07/02/2014,T252,5.0,4.0,N/A,N/A,N/A,N/A,,2,0,AWESOME professor. Probably my favorite one. Blair is extremely bright and interested in seeing his students learn. His exams are only hard if you don\'t put in the necessary work.
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,08/10/2012,MUST252,5.0,3.0,N/A,N/A,N/A,N/A,,1,0,"Absolutely fantastic theory teacher. He\'s clearly very intelligent and enthusiastic about his subject, and his lectures are always interesting and fun. If you go to class, do the assigned readings, and study for the exams, you should do well. He is clear and explicit about what is expected, and more than willing to help out during office hours."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,03/04/2012,MUST545,3.0,5.0,N/A,N/A,N/A,N/A,,0,3,"While enthusiastic about music theory, his expectations about the amount of work appropriate for an exam or homework is skewed. His 75 min test should be for a 3 hour slot. His midterm and final included an exam and a paper! He gives homework on top of homework. For a doctoral ""review"" course this is a completely ridiculous amount or work."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,05/17/2011,MUST252,2.5,4.0,N/A,N/A,N/A,N/A,,0,5,"Blair Johnston does not teach. He let\'s silly demonstrations do the work. I don\'t need to be shown how to pop a balloon to know about tonal language. I\'m not a fourth grader. I\'m in college, and would appreciate if my $40,000 a year wasn\'t going to buy balloons for his demonstrations. Figuratively."
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,03/30/2010,MUST252,4.5,4.0,N/A,N/A,N/A,N/A,,2,0,LOOOOOOVE Blair Johnston! By far my favorite theory prof I\'ve had at IU. He\'s extremely intelligent and makes class interesting with his witty remarks.
Blair  Johnston,Indiana University Bloomington,Music department, Bloomington, IN,9,4.5,100%,3.6,Amazing lectures (6)  Caring (3)  Inspirational (3)  Respected (2)  Hilarious (2)  Gives good feedback (1)  EXTRA CREDIT (1)  Tough Grader (1)  Skip class? You won\'t pass. (1),14,12/09/2009,MUSMUST,5.0,3.0,N/A,N/A,N/A,N/A,,1,0,One of the best and most enthusiastic professors I have ever encountered. He knows how to hold students\' attention and make theory interesting. I would highly recommend him.
